Prospecto,Semana,Verificado,Oe,PrioridadProspecto,Canal
650,6,Si,2,Prioridad Media,Organico
651,6,No,,Prioridad Baja,AdWords
652,6,No,,Prioridad Alta,Instagram
653,6,No,,Prioridad Alta,Organico
654,6,No,,Prioridad Alta,AdWords
655,6,Si,14,Prioridad Alta,Facebook
656,6,No,,Prioridad Media,Organico
657,6,No,,Prioridad Alta,AdWords
658,6,No,,Prioridad Baja,Organico
659,6,No,,Prioridad Baja,AdWords
660,6,No,,Prioridad Media,Organico
661,6,Si,3,Prioridad Alta,Instagram
662,6,Si,10,Prioridad Alta,AdWords
663,6,No,,Prioridad Alta,Organico
664,6,No,,Prioridad Media,Organico
665,6,Si,16,Prioridad Alta,AdWords
666,6,No,,Prioridad Alta,AdWords
667,6,Si,7,Prioridad Baja,Instagram
668,6,Si,19,Prioridad Alta,Instagram
669,6,Si,11,Prioridad Baja,Instagram
670,6,No,,Prioridad Alta,AdWords
671,6,No,,Prioridad Baja,AdWords
672,6,Si,1,Prioridad Alta,Organico
673,6,Si,3,Prioridad Alta,Instagram
674,6,No,,Prioridad Media,Organico
675,6,No,,Prioridad Alta,Instagram
676,6,No,,Prioridad Media,Facebook
677,6,Si,6,Prioridad Alta,Organico
678,6,No,,Prioridad Baja,Instagram
679,6,No,,Prioridad Alta,AdWords
680,6,Si,2,Prioridad Baja,Facebook
681,6,Si,7,Prioridad Alta,AdWords
682,6,Si,10,Prioridad Alta,AdWords
683,6,Si,3,Prioridad Baja,AdWords
684,6,No,,Prioridad Baja,Instagram
685,6,Si,7,Prioridad Baja,Instagram
686,6,Si,5,Prioridad Alta,Organico
687,6,Si,21,Prioridad Alta,Organico
688,6,No,,Prioridad Media,Instagram
689,6,No,,Prioridad Alta,Organico
690,6,Si,14,Prioridad Alta,Instagram
691,6,No,,Prioridad Media,Organico
692,6,No,,Prioridad Media,Facebook
693,6,No,,Prioridad Media,Organico
694,6,Si,15,Prioridad Alta,Instagram
695,6,No,,Prioridad Baja,Organico
696,6,Si,15,Prioridad Media,Instagram
697,6,No,,Prioridad Baja,Instagram
698,6,No,,Prioridad Media,Organico
699,6,No,,Prioridad Alta,AdWords
700,6,No,,Prioridad Baja,Organico
701,6,Si,5,Prioridad Alta,AdWords
702,6,No,,Prioridad Alta,AdWords
703,6,Si,10,Prioridad Alta,Organico
704,6,Si,6,Prioridad Alta,Organico
705,6,No,,Prioridad Alta,Organico
706,6,No,,Prioridad Media,Instagram
707,6,Si,3,Prioridad Alta,Organico
708,6,Si,9,Prioridad Alta,Organico
709,6,No,,Prioridad Media,Organico
710,6,No,,Prioridad Baja,AdWords
711,6,No,,Prioridad Alta,AdWords
712,6,Si,7,Prioridad Alta,Organico
713,6,Si,4,Prioridad Media,Instagram
714,6,No,,Prioridad Baja,Organico
715,6,Si,13,Prioridad Alta,AdWords
716,6,Si,5,Prioridad Alta,AdWords
717,6,No,,Prioridad Baja,Instagram
718,6,Si,2,Prioridad Alta,Instagram
719,6,Si,15,Prioridad Alta,AdWords
720,6,Si,4,Prioridad Media,Organico
721,6,Si,19,Prioridad Alta,Organico
722,6,No,,Prioridad Alta,AdWords
723,6,Si,1,Prioridad Media,AdWords
724,6,No,,Prioridad Alta,Instagram
725,6,Si,6,Prioridad Alta,AdWords
726,6,No,,Prioridad Media,Facebook
727,6,Si,4,Prioridad Alta,Organico
728,6,Si,4,Prioridad Media,AdWords
729,6,Si,7,Prioridad Alta,AdWords
730,6,Si,3,Prioridad Alta,Instagram
731,6,No,,Prioridad Alta,Instagram
732,6,No,,Prioridad Alta,AdWords
733,6,No,,Prioridad Alta,Organico
734,6,Si,5,Prioridad Alta,AdWords
735,6,No,,Prioridad Media,AdWords
736,6,Si,1,Prioridad Media,AdWords
737,6,Si,3,Prioridad Alta,AdWords
738,6,Si,6,Prioridad Alta,AdWords
739,6,No,,Prioridad Baja,Instagram
740,6,Si,3,Prioridad Alta,Instagram
741,6,No,,Prioridad Alta,AdWords
742,6,Si,21,Prioridad Baja,Instagram
743,6,No,,Prioridad Baja,Organico
744,6,No,,Prioridad Baja,AdWords
745,6,Si,2,Prioridad Alta,Organico
746,6,No,,Prioridad Media,Instagram
747,6,No,,Prioridad Media,Instagram
748,6,Si,13,Prioridad Alta,Instagram
749,6,Si,6,Prioridad Alta,Instagram
750,6,No,,Prioridad Media,Facebook
751,6,No,,Prioridad Alta,Instagram
752,6,No,,Prioridad Alta,Organico
753,6,No,,Prioridad Baja,Instagram
754,6,Si,19,Prioridad Baja,AdWords
755,6,Si,6,Prioridad Alta,AdWords
756,6,Si,4,Prioridad Alta,Organico
757,6,Si,2,Prioridad Alta,Organico
758,6,Si,12,Prioridad Alta,Instagram
759,6,Si,5,Prioridad Media,Organico
760,6,No,,Prioridad Baja,Instagram
761,6,Si,7,Prioridad Alta,AdWords
762,6,Si,11,Prioridad Alta,Facebook
763,6,Si,12,Prioridad Alta,Organico
764,6,No,,Prioridad Media,Organico
765,6,No,,Prioridad Alta,Organico
766,6,Si,7,Prioridad Alta,Instagram
767,6,No,,Prioridad Media,Instagram
768,6,Si,7,Prioridad Alta,Organico
769,6,No,,Prioridad Alta,Organico
770,6,No,,Prioridad Alta,Instagram
771,6,No,,Prioridad Alta,AdWords
772,6,No,,Prioridad Media,Instagram
773,6,No,,Prioridad Alta,Instagram
774,6,Si,16,Prioridad Alta,AdWords
775,6,Si,4,Prioridad Alta,Instagram
776,6,Si,7,Prioridad Media,Organico
777,6,Si,1,Prioridad Alta,AdWords
778,6,Si,1,Prioridad Alta,Facebook
779,6,No,,Prioridad Baja,Organico
780,6,No,,Prioridad Alta,Instagram
781,6,Si,3,Prioridad Media,Facebook
782,6,Si,6,Prioridad Alta,Facebook
783,7,Si,2,Prioridad Alta,Instagram
784,7,Si,3,Prioridad Media,Instagram
785,7,No,,Prioridad Alta,Organico
786,7,No,,Prioridad Alta,Instagram
787,7,No,,Prioridad Alta,Instagram
788,7,No,,Prioridad Baja,AdWords
789,7,No,,Prioridad Media,Organico
790,7,No,,Prioridad Baja,Instagram
791,7,Si,4,Prioridad Alta,AdWords
792,7,No,,Prioridad Media,Instagram
793,7,No,,Prioridad Media,AdWords
794,7,Si,14,Prioridad Media,Instagram
795,7,Si,18,Prioridad Alta,Instagram
796,7,No,,Prioridad Baja,Organico
797,7,Si,1,Prioridad Alta,Instagram
798,7,No,,Prioridad Baja,AdWords
799,7,Si,8,Prioridad Alta,AdWords
800,7,No,,Prioridad Baja,Instagram
801,7,No,,Prioridad Media,Facebook
802,7,Si,1,Prioridad Media,Instagram
803,7,No,,Prioridad Media,Organico
804,7,No,,Prioridad Baja,Organico
805,7,No,,Prioridad Baja,Facebook
806,7,No,,Prioridad Media,Facebook
807,7,No,,Prioridad Alta,AdWords
808,7,Si,5,Prioridad Alta,Facebook
809,7,No,,Prioridad Media,Instagram
810,7,Si,7,Prioridad Alta,AdWords
811,7,No,,Prioridad Media,Organico
812,7,Si,6,Prioridad Alta,AdWords
813,7,No,,Prioridad Baja,Facebook
814,7,Si,6,Prioridad Baja,Organico
815,7,No,,Prioridad Baja,Organico
816,7,No,,Prioridad Alta,AdWords
817,7,No,,Prioridad Alta,Instagram
818,7,Si,19,Prioridad Media,Organico
819,7,Si,3,Prioridad Alta,Facebook
820,7,No,,Prioridad Media,Facebook
821,7,No,,Prioridad Media,AdWords
822,7,No,,Prioridad Alta,Instagram
823,7,No,,Prioridad Baja,Organico
824,7,No,,Prioridad Alta,Instagram
825,7,Si,5,Prioridad Alta,AdWords
826,7,No,,Prioridad Alta,AdWords
827,7,No,,Prioridad Alta,Organico
828,7,No,,Prioridad Media,Organico
829,7,Si,20,Prioridad Alta,Instagram
830,7,No,,Prioridad Alta,AdWords
831,7,No,,Prioridad Media,Facebook
832,7,No,,Prioridad Baja,Facebook
833,7,Si,5,Prioridad Media,Instagram
834,7,Si,21,Prioridad Media,Instagram
835,7,No,,Prioridad Alta,AdWords
836,7,Si,2,Prioridad Alta,Organico
837,7,Si,5,Prioridad Alta,Organico
838,7,Si,17,Prioridad Baja,Instagram
839,7,Si,15,Prioridad Alta,Organico
840,7,Si,1,Prioridad Alta,Instagram
841,7,Si,4,Prioridad Alta,Facebook
842,7,No,,Prioridad Alta,Facebook
843,7,No,,Prioridad Baja,Organico
844,7,No,,Prioridad Alta,Instagram
845,7,No,,Prioridad Media,AdWords
846,7,Si,17,Prioridad Alta,AdWords
847,7,Si,3,Prioridad Alta,Organico
848,7,No,,Prioridad Baja,Organico
849,7,No,,Prioridad Baja,Organico
850,7,No,,Prioridad Baja,AdWords
851,7,No,,Prioridad Baja,Facebook
852,7,No,,Prioridad Media,Instagram
853,7,Si,6,Prioridad Alta,AdWords
854,7,Si,2,Prioridad Alta,Facebook
855,7,No,,Prioridad Media,AdWords
856,7,No,,Prioridad Media,AdWords
857,7,Si,18,Prioridad Alta,AdWords
858,7,Si,3,Prioridad Alta,AdWords
859,7,No,,Prioridad Baja,Instagram
860,7,No,,Prioridad Baja,Instagram
861,7,No,,Prioridad Media,Instagram
862,7,Si,6,Prioridad Alta,Organico
863,7,Si,20,Prioridad Alta,AdWords
864,7,No,,Prioridad Baja,AdWords
865,7,Si,13,Prioridad Alta,AdWords
866,7,Si,7,Prioridad Alta,AdWords
867,7,Si,3,Prioridad Alta,Organico
868,7,Si,5,Prioridad Media,Organico
869,7,Si,2,Prioridad Alta,AdWords
870,7,No,,Prioridad Baja,Organico
871,7,No,,Prioridad Media,Facebook
872,7,Si,8,Prioridad Media,Facebook
873,7,No,,Prioridad Media,Organico
874,7,No,,Prioridad Alta,Instagram
875,7,No,,Prioridad Baja,AdWords
876,7,Si,2,Prioridad Alta,Instagram
877,7,No,,Prioridad Alta,Instagram
878,7,No,,Prioridad Media,AdWords
879,7,No,,Prioridad Alta,Organico
880,7,No,,Prioridad Alta,Instagram
881,7,Si,5,Prioridad Alta,Facebook
882,7,No,,Prioridad Alta,Organico
883,7,Si,7,Prioridad Alta,Organico
884,7,No,,Prioridad Baja,Instagram
885,7,No,,Prioridad Media,AdWords
886,7,Si,3,Prioridad Baja,Instagram
887,7,No,,Prioridad Media,Instagram
888,7,No,,Prioridad Media,Instagram
889,7,No,,Prioridad Media,Instagram
890,7,No,,Prioridad Media,Organico
891,7,Si,16,Prioridad Alta,Organico
892,7,No,,Prioridad Media,AdWords
893,7,Si,5,Prioridad Alta,Organico
894,7,Si,7,Prioridad Alta,Organico
895,7,No,,Prioridad Media,Organico
896,7,Si,7,Prioridad Alta,Organico
897,7,No,,Prioridad Baja,Organico
898,7,No,,Prioridad Baja,Organico
899,7,No,,Prioridad Media,Facebook
900,7,No,,Prioridad Alta,Instagram
901,7,Si,2,Prioridad Alta,Organico
902,7,No,,Prioridad Media,Facebook
903,7,Si,4,Prioridad Alta,Organico
904,7,No,,Prioridad Alta,AdWords
905,7,No,,Prioridad Baja,AdWords
906,7,No,,Prioridad Baja,Instagram
907,7,Si,1,Prioridad Alta,AdWords
908,7,No,,Prioridad Baja,AdWords
909,7,Si,5,Prioridad Alta,Organico
910,7,No,,Prioridad Media,AdWords
911,7,Si,9,Prioridad Alta,Instagram
912,7,No,,Prioridad Baja,Instagram
913,7,Si,7,Prioridad Alta,Instagram
914,7,No,,Prioridad Media,Facebook
915,7,No,,Prioridad Media,Organico
916,7,No,,Prioridad Alta,AdWords
917,7,Si,7,Prioridad Alta,Instagram
918,7,Si,7,Prioridad Alta,Organico
919,7,No,,Prioridad Alta,Instagram
920,7,Si,10,Prioridad Alta,Organico
921,7,Si,6,Prioridad Baja,Organico
922,7,Si,17,Prioridad Alta,AdWords
923,7,No,,Prioridad Media,Instagram
924,7,No,,Prioridad Alta,Organico
925,7,No,,Prioridad Media,Instagram
926,7,No,,Prioridad Alta,AdWords
927,7,Si,6,Prioridad Alta,AdWords
928,7,Si,9,Prioridad Alta,Facebook
929,7,No,,Prioridad Baja,Organico
930,7,Si,16,Prioridad Alta,Organico
931,7,No,,Prioridad Media,Organico
932,7,Si,16,Prioridad Alta,AdWords
933,7,No,,Prioridad Media,Facebook
934,7,Si,3,Prioridad Baja,AdWords
935,7,Si,4,Prioridad Alta,Instagram
936,7,No,,Prioridad Baja,Facebook
937,7,Si,7,Prioridad Baja,Instagram
938,7,Si,1,Prioridad Alta,Organico
939,7,No,,Prioridad Alta,AdWords
940,7,No,,Prioridad Media,Organico
941,7,Si,2,Prioridad Media,Instagram
942,7,Si,3,Prioridad Alta,Facebook
943,7,No,,Prioridad Baja,AdWords
944,7,Si,14,Prioridad Alta,Organico
945,7,No,,Prioridad Media,Organico
946,7,No,,Prioridad Baja,Facebook
947,7,No,,Prioridad Baja,Instagram
948,7,Si,2,Prioridad Alta,Instagram
949,7,Si,17,Prioridad Alta,Facebook
950,7,No,,Prioridad Baja,Instagram
951,7,Si,16,Prioridad Alta,AdWords
952,7,No,,Prioridad Baja,Organico
953,7,Si,13,Prioridad Media,Organico
954,7,No,,Prioridad Media,Instagram
955,8,Si,6,Prioridad Baja,AdWords
956,8,No,,Prioridad Baja,AdWords
957,8,Si,5,Prioridad Alta,AdWords
958,8,Si,21,Prioridad Alta,Organico
959,8,No,,Prioridad Baja,AdWords
960,8,No,,Prioridad Baja,AdWords
961,8,Si,10,Prioridad Alta,Instagram
962,8,Si,11,Prioridad Alta,Instagram
963,8,No,,Prioridad Media,Facebook
964,8,No,,Prioridad Alta,AdWords
965,8,No,,Prioridad Media,Instagram
966,8,Si,15,Prioridad Alta,Facebook
967,8,Si,1,Prioridad Baja,AdWords
968,8,Si,1,Prioridad Alta,Organico
969,8,No,,Prioridad Media,AdWords
970,8,Si,5,Prioridad Media,Instagram
971,8,Si,6,Prioridad Alta,AdWords
972,8,No,,Prioridad Alta,Organico
973,8,Si,1,Prioridad Alta,AdWords
974,8,Si,16,Prioridad Alta,Facebook
975,8,No,,Prioridad Alta,AdWords
976,8,Si,2,Prioridad Alta,Instagram
977,8,Si,18,Prioridad Alta,AdWords
978,8,No,,Prioridad Alta,Instagram
979,8,Si,20,Prioridad Alta,AdWords
980,8,Si,17,Prioridad Alta,Instagram
981,8,Si,4,Prioridad Alta,Organico
982,8,Si,4,Prioridad Alta,AdWords
983,8,Si,3,Prioridad Alta,AdWords
984,8,Si,2,Prioridad Alta,AdWords
985,8,Si,4,Prioridad Alta,AdWords
986,8,Si,4,Prioridad Alta,AdWords
987,8,Si,6,Prioridad Alta,Organico
988,8,No,,Prioridad Media,AdWords
989,8,Si,4,Prioridad Alta,Organico
990,8,Si,4,Prioridad Alta,AdWords
991,8,No,,Prioridad Alta,AdWords
992,8,Si,1,Prioridad Alta,Organico
993,8,No,,Prioridad Alta,Instagram
994,8,Si,8,Prioridad Alta,Organico
995,8,Si,21,Prioridad Alta,Organico
996,8,Si,7,Prioridad Baja,Instagram
997,8,No,,Prioridad Media,Instagram
998,8,Si,13,Prioridad Alta,Organico
999,8,Si,5,Prioridad Alta,Organico
1000,8,Si,1,Prioridad Media,Instagram
1001,8,No,,Prioridad Baja,AdWords
1002,8,Si,4,Prioridad Alta,Instagram
1003,8,Si,2,Prioridad Media,AdWords
1004,8,No,,Prioridad Alta,Instagram
1005,8,Si,18,Prioridad Alta,AdWords
1006,8,Si,2,Prioridad Alta,Instagram
1007,8,No,,Prioridad Media,Instagram
1008,8,Si,17,Prioridad Media,Instagram
1009,8,No,,Prioridad Alta,Organico
1010,8,Si,4,Prioridad Alta,Organico
1011,8,Si,13,Prioridad Alta,Facebook
1012,8,No,,Prioridad Media,Instagram
1013,8,No,,Prioridad Baja,Instagram
1014,8,Si,2,Prioridad Alta,AdWords
1015,8,No,,Prioridad Media,AdWords
1016,8,Si,9,Prioridad Media,Instagram
1017,8,No,,Prioridad Baja,Organico
1018,8,No,,Prioridad Baja,Instagram
1019,8,No,,Prioridad Baja,Instagram
1020,8,Si,6,Prioridad Alta,Facebook
1021,8,No,,Prioridad Baja,AdWords
1022,8,No,,Prioridad Alta,Instagram
1023,8,No,,Prioridad Alta,Instagram
1024,8,No,,Prioridad Baja,Instagram
1025,8,Si,21,Prioridad Alta,AdWords
1026,8,Si,18,Prioridad Alta,Instagram
1027,8,No,,Prioridad Media,Instagram
1028,8,Si,1,Prioridad Alta,Organico
1029,8,No,,Prioridad Alta,Organico
1030,8,No,,Prioridad Baja,AdWords
1031,8,Si,10,Prioridad Alta,Organico
1032,8,Si,6,Prioridad Alta,AdWords
1033,8,Si,6,Prioridad Baja,Organico
1034,8,Si,1,Prioridad Alta,AdWords
1035,8,Si,2,Prioridad Alta,Organico
1036,8,No,,Prioridad Media,Instagram
1037,8,Si,1,Prioridad Alta,Facebook
1038,8,Si,5,Prioridad Alta,Organico
1039,8,Si,2,Prioridad Alta,Organico
1040,8,No,,Prioridad Media,AdWords
1041,8,No,,Prioridad Baja,Instagram
1042,8,Si,15,Prioridad Alta,AdWords
1043,8,No,,Prioridad Alta,AdWords
1044,8,Si,6,Prioridad Alta,AdWords
1045,8,No,,Prioridad Alta,Organico
1046,8,No,,Prioridad Media,Instagram
1047,8,No,,Prioridad Alta,Facebook
1048,8,No,,Prioridad Media,Facebook
1049,8,Si,12,Prioridad Alta,Organico
1050,8,No,,Prioridad Media,AdWords
1051,8,Si,12,Prioridad Alta,Organico
1052,8,No,,Prioridad Media,AdWords
1053,8,Si,2,Prioridad Baja,AdWords
1054,8,Si,5,Prioridad Alta,Organico
1055,8,Si,8,Prioridad Alta,Instagram
1056,8,No,,Prioridad Alta,AdWords
1057,8,Si,13,Prioridad Alta,Organico
1058,8,No,,Prioridad Baja,Instagram
1059,8,Si,3,Prioridad Alta,Instagram
1060,8,Si,3,Prioridad Alta,AdWords
1061,8,No,,Prioridad Media,Instagram
1062,8,Si,3,Prioridad Alta,Instagram
1063,8,No,,Prioridad Media,AdWords
1064,8,No,,Prioridad Baja,AdWords
1065,8,Si,21,Prioridad Alta,Facebook
1066,8,No,,Prioridad Baja,Facebook
1067,8,Si,3,Prioridad Alta,AdWords
1068,8,Si,9,Prioridad Alta,Instagram
1069,8,No,,Prioridad Media,Instagram
1070,8,No,,Prioridad Alta,Instagram
1071,8,Si,20,Prioridad Media,Facebook
1072,8,Si,1,Prioridad Alta,AdWords
1073,8,Si,1,Prioridad Alta,AdWords
1074,8,Si,1,Prioridad Alta,AdWords
1075,8,Si,3,Prioridad Alta,Facebook
1076,8,No,,Prioridad Alta,Organico
1077,8,No,,Prioridad Alta,AdWords
1078,8,Si,2,Prioridad Alta,Facebook
1079,8,No,,Prioridad Alta,Instagram
1080,8,Si,19,Prioridad Alta,Instagram
1081,8,Si,3,Prioridad Alta,Instagram
1082,8,No,,Prioridad Baja,AdWords
1083,8,Si,5,Prioridad Alta,AdWords
1084,8,No,,Prioridad Alta,AdWords
1085,9,No,,Prioridad Media,Instagram
1086,9,No,,Prioridad Alta,AdWords
1087,9,No,,Prioridad Media,Instagram
1088,9,No,,Prioridad Media,Organico
1089,9,Si,2,Prioridad Alta,Facebook
1090,9,Si,3,Prioridad Alta,Instagram
1091,9,No,,Prioridad Baja,AdWords
1092,9,Si,2,Prioridad Alta,AdWords
1093,9,No,,Prioridad Alta,Facebook
1094,9,No,,Prioridad Media,AdWords
1095,9,No,,Prioridad Baja,AdWords
1096,9,Si,15,Prioridad Alta,AdWords
1097,9,No,,Prioridad Media,AdWords
1098,9,Si,6,Prioridad Alta,Facebook
1099,9,No,,Prioridad Baja,AdWords
1100,9,No,,Prioridad Alta,Organico
1101,9,No,,Prioridad Media,Instagram
1102,9,No,,Prioridad Media,Instagram
1103,9,Si,13,Prioridad Media,Organico
1104,9,Si,7,Prioridad Alta,Organico
1105,9,No,,Prioridad Baja,Organico
1106,9,Si,20,Prioridad Media,AdWords
1107,9,No,,Prioridad Media,Instagram
1108,9,No,,Prioridad Baja,AdWords
1109,9,No,,Prioridad Media,Instagram
1110,9,No,,Prioridad Alta,Instagram
1111,9,Si,6,Prioridad Alta,Organico
1112,9,No,,Prioridad Alta,Organico
1113,9,Si,12,Prioridad Alta,Instagram
1114,9,No,,Prioridad Media,Organico
1115,9,No,,Prioridad Media,Organico
1116,9,No,,Prioridad Media,AdWords
1117,9,Si,14,Prioridad Alta,Facebook
1118,9,Si,7,Prioridad Baja,Instagram
1119,9,Si,2,Prioridad Alta,Organico
1120,9,Si,4,Prioridad Media,AdWords
1121,9,No,,Prioridad Media,AdWords
1122,9,No,,Prioridad Media,AdWords
1123,9,No,,Prioridad Media,Facebook
1124,9,No,,Prioridad Media,Organico
1125,9,Si,14,Prioridad Baja,AdWords
1126,9,No,,Prioridad Alta,AdWords
1127,9,Si,20,Prioridad Alta,Organico
1128,9,Si,21,Prioridad Media,Organico
1129,9,Si,1,Prioridad Alta,Instagram
1130,9,No,,Prioridad Media,Facebook
1131,9,Si,5,Prioridad Alta,AdWords
1132,9,No,,Prioridad Alta,Organico
1133,9,No,,Prioridad Media,Organico
1134,9,Si,3,Prioridad Alta,AdWords
1135,9,No,,Prioridad Alta,Organico
1136,9,No,,Prioridad Baja,AdWords
1137,9,No,,Prioridad Alta,Organico
1138,9,No,,Prioridad Alta,Organico
1139,9,Si,3,Prioridad Baja,Organico
1140,9,Si,4,Prioridad Alta,AdWords
1141,9,Si,2,Prioridad Alta,Instagram
1142,9,Si,4,Prioridad Baja,Organico
1143,9,Si,3,Prioridad Alta,Instagram
1144,9,Si,5,Prioridad Alta,Instagram
1145,9,No,,Prioridad Alta,Facebook
1146,9,No,,Prioridad Baja,Organico
1147,9,No,,Prioridad Media,Organico
1148,9,Si,7,Prioridad Alta,AdWords
1149,9,Si,2,Prioridad Media,Instagram
1150,9,Si,17,Prioridad Alta,Facebook
1151,9,No,,Prioridad Media,Organico
1152,9,No,,Prioridad Alta,Organico
1153,9,No,,Prioridad Alta,Facebook
1154,9,Si,5,Prioridad Alta,Facebook
1155,9,No,,Prioridad Baja,Organico
1156,9,No,,Prioridad Media,Organico
1157,9,Si,7,Prioridad Alta,Organico
1158,9,Si,1,Prioridad Alta,Facebook
1159,9,Si,5,Prioridad Alta,Organico
1160,9,No,,Prioridad Media,Facebook
1161,9,Si,7,Prioridad Baja,AdWords
1162,9,Si,6,Prioridad Baja,Facebook
1163,9,Si,7,Prioridad Alta,Facebook
1164,9,No,,Prioridad Media,Instagram
1165,9,Si,3,Prioridad Alta,Instagram
1166,9,No,,Prioridad Media,Instagram
1167,9,Si,11,Prioridad Alta,Instagram
1168,9,No,,Prioridad Alta,Organico
1169,9,No,,Prioridad Alta,Organico
1170,9,No,,Prioridad Alta,Organico
1171,9,No,,Prioridad Baja,AdWords
1172,9,No,,Prioridad Media,Instagram
1173,9,Si,3,Prioridad Alta,AdWords
1174,9,No,,Prioridad Alta,Organico
1175,9,Si,2,Prioridad Alta,Organico
1176,9,Si,4,Prioridad Alta,Organico
1177,9,No,,Prioridad Baja,AdWords
1178,9,No,,Prioridad Baja,Facebook
1179,9,Si,13,Prioridad Alta,AdWords
1180,9,No,,Prioridad Baja,Organico
1181,9,No,,Prioridad Baja,Instagram
1182,9,No,,Prioridad Media,AdWords
1183,9,Si,2,Prioridad Alta,Organico
1184,9,No,,Prioridad Alta,Organico
1185,9,Si,5,Prioridad Alta,AdWords
1186,9,No,,Prioridad Baja,Organico
1187,9,Si,1,Prioridad Alta,Organico
1188,9,Si,6,Prioridad Alta,Organico
1189,9,Si,5,Prioridad Media,Instagram
1190,9,No,,Prioridad Alta,AdWords
1191,9,No,,Prioridad Baja,Organico
1192,9,No,,Prioridad Media,Instagram
1193,9,No,,Prioridad Alta,Organico
1194,9,No,,Prioridad Media,AdWords
1195,9,Si,4,Prioridad Alta,Instagram
1196,9,No,,Prioridad Media,AdWords
1197,9,Si,16,Prioridad Alta,Instagram
1198,9,No,,Prioridad Media,AdWords
1199,9,Si,21,Prioridad Alta,Instagram
1200,9,No,,Prioridad Alta,AdWords
1201,9,No,,Prioridad Media,Organico
1202,9,Si,7,Prioridad Alta,Instagram
1203,9,No,,Prioridad Media,AdWords
1204,9,No,,Prioridad Media,Organico
1205,9,Si,16,Prioridad Baja,AdWords
1206,9,No,,Prioridad Media,AdWords
1207,9,No,,Prioridad Baja,Organico
1208,9,Si,4,Prioridad Alta,Instagram
1209,9,Si,5,Prioridad Alta,Organico
1210,9,No,,Prioridad Alta,Instagram
1211,9,Si,16,Prioridad Media,AdWords
1212,9,Si,2,Prioridad Alta,Instagram
1213,9,No,,Prioridad Baja,Facebook
1214,9,No,,Prioridad Media,Organico
1215,9,No,,Prioridad Alta,Organico
1216,9,No,,Prioridad Alta,Instagram
1217,9,Si,18,Prioridad Media,AdWords
1218,9,No,,Prioridad Media,Facebook
1219,9,No,,Prioridad Media,AdWords
1220,9,Si,5,Prioridad Alta,Instagram
1221,9,No,,Prioridad Media,Instagram
1222,9,Si,4,Prioridad Alta,AdWords
1223,9,Si,7,Prioridad Media,Instagram
1224,9,Si,2,Prioridad Alta,Facebook
1225,9,No,,Prioridad Alta,Instagram
1226,9,Si,10,Prioridad Alta,Instagram
1227,9,No,,Prioridad Alta,AdWords
1228,9,No,,Prioridad Baja,Instagram
1229,9,No,,Prioridad Media,Facebook
1230,9,No,,Prioridad Alta,AdWords
1231,9,No,,Prioridad Baja,Organico
1232,9,Si,5,Prioridad Alta,AdWords
1233,9,No,,Prioridad Baja,AdWords
1234,9,No,,Prioridad Media,Organico
1235,9,No,,Prioridad Media,Instagram
1236,9,Si,4,Prioridad Alta,Facebook
1237,9,Si,17,Prioridad Alta,AdWords
1238,9,Si,4,Prioridad Alta,Organico
1239,9,Si,16,Prioridad Alta,AdWords
1240,9,No,,Prioridad Media,Instagram
1241,9,No,,Prioridad Alta,Instagram
1242,9,No,,Prioridad Media,Organico
1243,9,No,,Prioridad Media,AdWords
1244,9,Si,1,Prioridad Alta,AdWords
1245,9,No,,Prioridad Baja,Instagram
1246,9,Si,6,Prioridad Alta,Instagram
1247,9,Si,2,Prioridad Alta,Organico
1248,9,No,,Prioridad Alta,AdWords
1249,9,Si,20,Prioridad Media,Organico
1250,9,Si,2,Prioridad Alta,Organico
1251,9,Si,10,Prioridad Alta,Instagram
1252,9,No,,Prioridad Media,AdWords
1253,9,No,,Prioridad Alta,AdWords
1254,9,No,,Prioridad Alta,AdWords
1255,9,No,,Prioridad Alta,AdWords
1256,9,No,,Prioridad Alta,AdWords
1257,9,No,,Prioridad Alta,AdWords
1258,9,No,,Prioridad Alta,AdWords
1259,9,No,,Prioridad Alta,AdWords
1260,10,No,,Prioridad Media,Instagram
1261,10,No,,Prioridad Baja,AdWords
1262,10,Si,14,Prioridad Media,Organico
1263,10,No,,Prioridad Media,Organico
1264,10,Si,5,Prioridad Media,AdWords
1265,10,No,,Prioridad Baja,Instagram
1266,10,No,,Prioridad Alta,Organico
1267,10,No,,Prioridad Baja,Facebook
1268,10,Si,2,Prioridad Baja,Facebook
1269,10,Si,4,Prioridad Alta,Organico
1270,10,No,,Prioridad Alta,Organico
1271,10,No,,Prioridad Media,Facebook
1272,10,No,,Prioridad Media,Instagram
1273,10,No,,Prioridad Alta,AdWords
1274,10,No,,Prioridad Media,Organico
1275,10,No,,Prioridad Baja,Organico
1276,10,No,,Prioridad Alta,Facebook
1277,10,No,,Prioridad Alta,AdWords
1278,10,Si,2,Prioridad Alta,Organico
1279,10,No,,Prioridad Baja,AdWords
1280,10,Si,4,Prioridad Alta,Instagram
1281,10,Si,20,Prioridad Alta,AdWords
1282,10,No,,Prioridad Baja,AdWords
1283,10,No,,Prioridad Alta,Organico
1284,10,No,,Prioridad Alta,AdWords
1285,10,No,,Prioridad Baja,AdWords
1286,10,No,,Prioridad Baja,Organico
